company_id,name,acronym,in_catalogue,n_documents,regions,countries,sectors,corporate_group,place_listed,legal_form_listed,year_start_listed,year_end_listed,founded_date_observed,capital_observed,capital_year,head_office_observed,n_ties,n_board_ties,n_directors,first_year_observed,last_year_observed
documentatinafricaine1963,Documentatin africaine 1963,,1,1,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,documents,,,,,,,,,,0,0,0,,
documentationafricaine1963cameroun,Documentation africaine 1963-Cameroun,,1,1,Afrique equatoriale francaise,Cameroun,,,,,,,,,,,0,0,0,,
documentationafricaine1963tchad,Documentation africaine 1963-Tchad.,,1,1,Afrique equatoriale francaise,Tchad,documents,,,,,,,,,,0,0,0,,
doleanceschauffeursvoituresmaitresecoursmutuelschauffeursindigenes,Doléances des chauffeurs de voitures de maître . Société de secours mutuels des chauffeurs indigènes,,1,1,Inde et Indochine; Indochine,Indochine,Transports terrestres et garages,,,,1928,,,,,au no 36 de la rue Roland-Garros,0,0,0,,
domainebourgery,Domaine Bourgery,,1,1,Indochine,Indochine,"Élevage, abattage, boucherie",,Dalat,,,,,100.000 $,1995,,0,0,0,,
domainesaintcharlesboufarik,"Domaine Saint-Charles, Boufarik",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,S.A,1925,,,,,"ALGER, 19, bd Carnot",0,0,0,,
domainesaintelouise,Domaine Sainte-Louise,,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,2.200.000 francs,1923,"est 1, rue",0,0,0,,
domainetorschmina,"Domaine Torsch, La Mina",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,750.000 fr.,1921,commune mixte de La Mina (Clinchant)(département d'Oran),0,0,0,,
domaineeahneh,Domaine d'Ea-Hneh,,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,Ban-mé-thuot,,,,,10.000 $,,"Suivant décision en date du 19 mars 1953, dont un original du procès-verbal est",0,0,0,,
domaineelhannser,Domaine d'El-Hannser,,1,1,Algerie,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",,Bougie,,,,,1.500.000 francs,1906,"133 et 135, bd Sérurier, Paris, 19e. T",0,0,0,,
domainebordjsammar900harandonpresbone,"Domaine de Bordj-Sammar, 900 ha à Randon, près Bône",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,de la société,0,0,0,,
domaineghesireh,Domaine de Ghesireh,,1,1,Proche-Orient,Égypte,,,Le Caire,,,,,3.000.000 fr.,1893,"rue des Mathurins, 46",0,0,0,,
domainekoriflaainelaouda,"Domaine de Korifla, Aïn-el-Aouda",,1,1,Maroc,Maroc,Industries agro-alimentaires,,,Société anonyme du,,,,,,"CASABLANCA , 446, rte de Rabat",0,0,0,,
domainelismara,Domaine de Lismara,,1,1,Algerie,Algérie,Industries agro-alimentaires,,Tlemcen,,1893,,,,,,0,0,0,,
domainemegrine,Domaine de Mégrine,,1,1,Tunisie,Tunisie,Industries agro-alimentaires,,,,,,,,,": Mégrine, près Tunis",0,0,0,,
domainephuocbinh,Domaine de Phuoc-Binh,,1,1,Inde et Indochine; Indochine,Indochine,Héveas et caoutchouc,,,,,,,,,,0,0,0,,
domainesidisalem,Domaine de Sidi-Salem,,1,1,Tunisie,Tunisie,Industries agro-alimentaires,,,,,,,800.000 francs,1927,"est à Tunis, 14, rue de Brazza. Le capital est de 800.000 francs, en",0,0,0,,
domainesmahya,Domaine de Smahya,,1,1,Maroc,Maroc,Industries agro-alimentaires,,,S.A,1951,,,80.000.000 francs,1951,"Smahya, près de Taroudant (Maroc)",0,0,0,,
domainetrappestaoueli,"Domaine de la Trappe, Staouéli",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,,0,0,0,,
domaineautruchesdouaouda,"Domaine des Autruches, Douaouda",,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,: à Douaouda (Alger),0,0,0,,
domainehaouchouedsaf,Domaine du Haouch Oued Saf,,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,": Alger, 48, bd Camille-Saint-Saëns",0,0,0,,
domaineelmoudzine,Domaine d’El-Moudzine,,1,1,Maroc,Maroc,Industries agro-alimentaires,,,,,,,,,"Kenitra, en l’immeuble de la Société bourguignonne",0,0,0,,
domainessaintpaul,Domaines Saint-Paul,,1,1,Algerie,Algérie,Industries agro-alimentaires,,Bône,,,,,,,": BÔNE, 17, r. Bugeaud",0,0,0,,
domainesbenhassenvallouise,Domaines de Ben-Hassen et de Val-Louise,,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,"Alger, 8, av. pasteur",0,0,0,,
domainesmottesaintpierrenossibe,"Domaines de La Motte Saint-Pierre, Nossi-Bé",,1,1,Madagascar et Djibouti,Madagascar,Industries agro-alimentaires,,,,,,,,,,0,0,0,,
domainescaidessebt,Domaines du Caid-Es-Sebt,,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,"Alger, 1 bis, r. Lacépède",0,0,0,,
domaineskeroulisaintemouchent,Domaines du Kéroulis à Aïn-Témouchent,,1,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,"ALGER, 1, r. Élisée-Reclus",0,0,0,,
domanialealgerienne,Domaniale algérienne,,1,2,Algerie,Algérie,Industries agro-alimentaires,,,,1900,1911,1900-02-07,,,Constitution,0,0,0,,
donationcollegefranceparmmwilliamfonderealphonseguynethenritrechot,"Donation au Collège de France par MM. William Fondère, Alphonse Guynet et Henri Tréchot",,1,1,Afrique equatoriale francaise,Afrique équatoriale française,Banques et groupes financiers,Groupe familial Fondère-Guynet-Weber-Bénédic,,,1913,,,,,,0,0,0,,
dongsong,Dong-Song,,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,,Société civile agricole de,,,,,,,0,0,0,,
dorin,Dorin,,1,1,Inde et Indochine; Indochine,Indochine,"Artistes peintres et galeries; Artistes peintres, sculpteurs et galeries",,Saïgon,,,,,,,,0,0,0,,
dosondeauvilletonkinois,"Doson, le Deauville tonkinois",,1,1,Inde et Indochine; Indochine,Indochine,"Hôtellerie, tourisme",Tonkin (du nord au sud),,,,,,15.000 piastres,1907,,0,0,0,,
doualasylva,Douala. Société Sylva,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
douglaspartnersltd,"Douglas and partners, Ltd",,1,1,Algerie,Algérie,"Métallurgie, constructions navales",,Alger,,,,,,,est à,0,0,0,,
douheretverdu,Douheret-Verdu,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,9,0,0,1949,1949
doumer,Doumer,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,,,,,,,,,0,0,0,,
douzeusinesbeauvais,Douze usines: Beauvais,,0,1,Empire (transversal),,Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
drachalme,Dr Achalme,,0,2,Empire (transversal); Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
drandrestaub,Dr André Staub,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
drbbord,Dr B. Bord,,0,1,Empire (transversal),,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
drernstgoldsmidt,Dr Ernst Goldsmidt,,0,1,Empire (transversal),,Sociétés commerciales transcoloniales,,,,,,,,,,0,0,0,,
drfrebatel,Dr F. Rebatel,,0,1,Algerie,Algérie,Industries agro-alimentaires,,,,,,,,,,0,0,0,,
drjouenneii,Dr Jouenne. II,,0,1,Empire (transversal),,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
drnguyenvankhoe,Dr Nguyên-van-Khoe,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Cochinchine,Travinh,,,,,,,,0,0,0,,
drpachalme,Dr P Achalme,,0,3,Afrique equatoriale francaise; Empire (transversal); Madagascar et Djibouti,Afrique équatoriale française; Madagascar,Documents généraux (par ordre chronologique); Groupes financiers transcoloniaux,,,,,,,,,,0,0,0,,
drphanvanngoimedecinauxiliairecamau,"Dr Phan-van-Ngoi, médecin auxiliaire à Camau",,1,1,Inde et Indochine; Indochine,Indochine,Santé,Cochinchine,,,,,,,,,0,0,0,,
drrous,Dr Rous,,0,1,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
drsuberbie,Dr Suberbie,,0,1,Madagascar et Djibouti,Madagascar,"Transports fluviaux, maritimes et aériens",,,,,,,,,,0,0,0,,
drwertherrudolf,Dr Werther Rudolf,,0,1,Empire (transversal),,Sociétés commerciales transcoloniales,,,,,,,,,,0,0,0,,
drap,Drap,,1,1,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",,Constantine,,,,,,,,0,0,0,,
dreyfus,Dreyfus,,1,2,Inde et Indochine; Indochine,Indochine,Commerce,,Haïphong; Hanoï,,,,,,,,0,0,0,,
drogueriesafricaines,"Drogueries africaines, puis Drogueries africaines et manufactures de matières colorantes Belga réunies",,1,1,Afrique occidentale francaise,Côte d'Ivoire,Commerce,,,,,,1927-12-03,1.100.000 fr.,1927,primitif à,0,0,0,,
droit,Droit,,0,4,Empire (transversal); Madagascar et Djibouti; Maroc,Madagascar; Maroc,"Groupes financiers transcoloniaux; Industries chimiques; Transports fluviaux, maritimes et aériens",,,,,,,,,,0,0,0,,
dromedurantsecondeguerremondiale,Drôme durant la Seconde Guerre mondiale,,0,1,Empire (transversal),,"Alain LÉGER, créateur du site www.entreprises-coloniales.fr, a publié",,,,,,,,,,0,0,0,,
dubourg,Dubourg,,1,2,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille; Héveas et caoutchouc",,,,,,,,,de la liquidation :,0,0,0,,
ducloi,Duc-Loi,,1,1,Indochine,Indochine,Commerce,,Saïgon,,,,,,,,0,0,0,,
ducreuxnamkep,"Ducreux, Nam-kep",,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,,,,0,0,0,,
dueldentistessaigon,Duel de dentistes à Saïgon,,1,1,Inde et Indochine; Indochine,Indochine,Santé,Cochinchine,,,1924,,,,,,0,0,0,,
duffaufruitierebenimtir,Duffau. Société fruitière des Beni-M'Tir,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
dufourconstructionsgenerales,Dufour Constructions générales,,1,1,Empire (transversal),,Bâtiment et travaux publics,,,,,,,,,"est à Gênes, vient de",0,0,0,,
dufresne,Dufresne,,1,1,Inde et Indochine; Indochine,Indochine,"Cinémas et théâtres de l'Indochine (du nord au sud); Imprimerie, presse, édition",,Haïphong,,1903,1906,,,,,0,0,0,,
duplanbizot,"Duplan, Bizot",,1,1,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",,,,,,,,,,0,0,0,,
duprephovi,"Dupré, Pho-vi",,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,,,,,,,,,0,0,0,,
dupuy,Dupuy,,1,2,Algerie; Inde et Indochine; Indochine,Algérie; Indochine,Commerce,,Constantine,,,,,,,,0,0,0,,
durand,Durand,,1,1,Algerie,Algérie,"Transports terrestres, garages automobiles et agricoles",,Alger,,,,,,,"est 1, rue Élie-de-Beaumont, construit pour le compte des Transports",0,0,0,,
durandfilsagglomereshouillearriereportagha,"Durand et fils, agglomérés de houille, arrière-port de l'Agha",,1,1,Algerie,Algérie,Industries chimiques,,Alger,,,,,2.000.000 fr.,1935,,0,0,0,,
durban,Durban,,1,1,Inde et Indochine; Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,,,,,,,,,0,0,0,,
debatsnociviteopium,Débats sur la nocivité de l'opium,,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,Opium,,,,,,,,,0,0,0,,
debutsexploitationtouristique,Débuts de l'exploitation touristique,,1,1,Tunisie,Tunisie,"Hôtellerie, tourisme",,,,1921,1923,,,,,0,0,0,,
decortiqueriehoa,Décortiquerie An-Hoà,,1,1,Inde et Indochine; Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,Mytho,,,,,,,,0,0,0,,
decortiqueriequangminh,Décortiquerie Quang Minh,,1,1,Inde et Indochine; Indochine,Indochine,"Rizières, rizeries, négoce de riz et autres céréales",,Camau,,,,,,,,0,0,0,,
decortiquerietendro,Décortiquerie de Tendro,,1,1,Madagascar et Djibouti,Madagascar,Industries agro-alimentaires,,,,,,,,,,0,0,0,,
denominationminiere,Dénomination: Société minière,,0,1,Afrique occidentale francaise,Guinée Conakry,Mines,,,,,,,,,,0,0,0,,
depechealgerienne,"Dépêche algérienne, puis Journal d'Alger et Dépêche quotidienne",,1,1,Algerie,Algérie,"Imprimerie, presse, édition",,Alger,,1895,,,,,,0,0,0,,
depecheest,Dépêche de l'Est,,1,1,Algerie,Algérie,"Imprimerie, presse, édition",,Bône,,,,,,,,0,0,0,,
depotgairard,Dépôt Gairard,,1,1,Algerie,Algérie,Commerce,,Alger,,,,,,,": Alger, 41, bd Thiers",0,0,0,,
derobertfiard,"Dérobert et Fiard, puis Joseph Fiard & Cie, Société franco-annamite de commerce à Tourane et succursales",SAFAC,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,,,1933,,,,,,0,0,0,,
dongkinhquangrandeimprimerietonkinoise,"Dông-kinh-an-Quan, grande imprimerie tonkinoise",,1,1,Inde et Indochine; Indochine,Indochine,"Imprimerie, presse, édition",,,,,,,,,,0,0,0,,
ephilipparbanque,E Philippar. Banque,,0,1,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
ethomasentreprisecanalisationeau,E Thomas. Entreprise de canalisation d'eau,,0,2,Algerie,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique; Documents généraux (par ordre chronologique)",,,,,,,,,,0,0,0,,
ebethenodcreditlyonnais,E. Bethenod [Crédit lyonnais,,0,1,Indochine,Indochine,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
efouresforetstropicales,E. Fourès. Société des forêts tropicales,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
egillet,E. Gillet,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,d’exploit. à Port-,1,0,0,1937,1937
esorbemanufacturemarocainecalorifuges,E. Sorbe. Manufacture marocaine de calorifuges,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
eteziernavigationv,E. Tezier. Cie de navigation V,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
ecnoticefrenchexplorationcompany,E.C.. NOTICE La French Exploration Company,,0,1,Indochine,Siam (Thaïlande),Sociétés françaises,,,,,,,,,,0,0,0,,
eauxelectricitevientiane,Eaux et électricité de Vientiane,,1,1,Inde et Indochine; Indochine,Indochine,"Eau et assainissement, électricité (Utilities)",,,,,,,,,,0,0,0,,
eauxmineralesvinhhao,Eaux minérales de Vinh-Hao,,1,1,Inde et Indochine; Indochine,Indochine,Autres industries alimentaires; Industries alimentaires,,,,,,1928-05-20,60.000 $,1931,"de la société restant à Hanoï, son siège d'exploitation a été fixé à",0,0,0,,
eauxmineralesnaturellesaingarci,Eaux minérales naturelles d'Aïn-Garci,,1,1,Tunisie,Tunisie,Industries agro-alimentaires,,,S.A,,,,200.000 francs,1913,"est à Saint-Étienne, place Jacquard, n° 9",0,0,0,,
edsalamonminieremaroc,Ed. Salamon Cie minière du Maroc,,0,1,Maroc,Maroc,Mines,,,,,,,,,,0,0,0,,
edmondphilipparunadministrationimprchaix,Edmond Philippar Un administration: ? Impr. Chaix,,0,1,Proche-Orient,Syrie-Liban,"Eaux, électricité (utilities)",,,,,,,,,,0,0,0,,
eiffelconstructionslevalloisperretindochine,Eiffel et Constructions de Levallois-Perret en Indochine,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,,,1881,1965,,720.000 francs,1897,,0,0,0,,
eiffelparlaurentweill,Eiffel par Laurent Weill,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,,,,,,,,"en France, des agences à Lisbonne, à Saint-",0,0,0,,
elgrefaagenceventeparister,El-Grefa. Agence de vente à Paris: ter,,0,1,Algerie,Algérie,Mines et carrières,,,,,,,,,,0,0,0,,
elektrowatt,Elektrowatt,,1,1,Empire (transversal),,"Eau et assainissement, électricité (utilities)",,Zurich,,1895,1946,,30 millions francs,,"Bruxelles), l'Irmatro S. A. pour la production de la distribution de l'énergie électrique en",0,0,0,,
elliescazel,Ellies et Cazel,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Hanoï,,,,,,,,0,0,0,,
elliesmathee,"Ellies, Mathée et Cie",,1,1,Inde et Indochine; Indochine,Indochine,"Café, thé, épices, coco, quinquina, vanille",,,,,,,,,,0,0,0,,
eminente,Eminente,,1,1,Inde et Indochine; Indochine,Indochine,Mines,,,,,,,,,,0,0,0,,
emmperettiroccapdt,"Emm. de Peretti de la Rocca, pdt",,0,1,Proche-Orient,Syrie-Liban,"Eaux, électricité (utilities)",,,,,,,,,,2,0,0,1937,1937
flananthanoi,En flanant à Hanoï,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,,,,,,,,commercial de la Brasserie Homme! fait bel effet vraiment en cette partie du,0,0,0,,
engler,Engler & Cie,,1,1,Inde et Indochine; Indochine,Indochine,Commerce,,Saïgon; Hanoï,,,,,,,,0,0,0,,
entrepreneurscasablanca,Entrepreneurs de Casablanca,,1,1,Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",,,,1938,,,60.000 francs,,,0,0,0,,
entrepriseaviat,Entreprise Aviat,,1,1,Inde et Indochine; Indochine,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",,Hanoï,,,,,,,,0,0,0,,
entreprisecampenonbernard,Entreprise Campenon-Bernard,,0,1,Maroc,Maroc,"Banques, groupes financiers, assureurs",,,,,,,,,,0,0,0,,
entreprisemichaud,Entreprise Michaud,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
entreprisemorosini,Entreprise Morosini,,1,1,Afrique occidentale francaise,Guinée Conakry,Industrie,,Conakry; Grand-Bassam,Société anonyme coloniale,1919,1922,,,,"est établi à Conakry (Guinée française), dans l'immeuble de la société",2,0,0,1888,1888
entrepriserouxrichard,Entreprise Roux et Richard,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
entrepriseafricainesanitairethermique,Entreprise africaine sanitaire et thermique,,1,1,Maroc,Maroc,"Bâtiment et travaux publics, matériaux de construction, céramique",,Rabat,,,,,,,"Rabat, impasse de Timara",0,0,0,,
entreprisecommerciales,Entreprise commerciales,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
entrepriseirrigationtanmy,Entreprise d'irrigation de Tân-My,,1,1,Inde et Indochine; Indochine,Indochine,"Hydraulique agricole, irrigations (du nord au sud)",,,,,,,,,,0,0,0,,
entreprisedistributioneau,Entreprise de distribution d'eau,,0,3,Algerie; Indochine,Algérie; Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques; Documents généraux (par ordre chronologique)",,,,,,,,,,0,0,0,,
entreprisefondationstravauxhydrauliquessoletanche,Entreprise de fondations et travaux hydrauliques Solétanche,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,,2,0,0,1949,1949
entreprisemenuiserie,Entreprise de menuiserie,,0,1,Madagascar et Djibouti,Madagascar,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
entrepriseitalocommerciale,Entreprise italo-française commerciale,,0,1,Madagascar et Djibouti,Djibouti,Documents généraux,,,,,,,,,,0,0,0,,
entreprisemarocaineechangescommerciaux,Entreprise marocaine d'échanges commerciaux,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
entreprisesdesplats,Entreprises Desplats,,0,1,Afrique equatoriale francaise,Afrique équatoriale française,Documents généraux (par ordre chronologique),,,,,,,,,,0,0,0,,
entrepriseshenrilefrancois,Entreprises Henri Lefrançois,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
entreprisessudmaroc,Entreprises Sud-Maroc,,0,1,Maroc,Maroc,Documents généraux (par ordre chronologique),,,,,,,,,,1,0,0,1949,1949
entreprisescommercialesindustriellesafriquenord,Entreprises commerciales et industrielles pour l'Afrique du Nord,SECIAN,1,1,Algerie,Algérie,Commerce,,Oran,,,,,,,": Oran, av. Saint-Charles",0,0,0,,
